"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:49:10:475","22532803940994"," 207.896","   1.526"," 1197"," 1100"," 1200"," 1200","   0.276"," 417.233"," 115.898","   0.105"," 255.428","  70.952"," 41","0"," 38"," 42","   0.288"," 127.890","  35.525","  15.000","    0","    0"
"14:49:10:809","22533268962468"," 208.230","   4.846"," 1656"," 1100"," 2600"," 1591","   1.351"," 417.684"," 116.023","   0.626"," 255.637","  71.010"," 41","0"," 38"," 42","   0.595"," 128.089","  35.580","  15.000","    0","    0"
"14:49:11:143","22533733977872"," 208.564","   3.047"," 1197"," 1100"," 1300"," 1200","   0.455"," 417.836"," 116.066","   0.201"," 255.704","  71.029"," 41","0"," 38"," 42","   0.312"," 128.193","  35.609","  15.000","    0","    0"
"14:49:11:477","22534199004850"," 208.898","   2.285"," 1197"," 1100"," 1200"," 1200","   0.358"," 417.956"," 116.099","   0.159"," 255.757","  71.044"," 41","0"," 38"," 42","   0.297"," 128.293","  35.637","  15.000","    0","    0"
"14:49:11:811","22534664001876"," 209.232","   5.228"," 1589"," 1100"," 2600"," 1534","   1.279"," 418.383"," 116.218","   0.577"," 255.950","  71.097"," 41","0"," 38"," 42","   0.542"," 128.474","  35.687","  15.000","    0","    0"
"14:49:12:145","22535129015716"," 209.566","   2.149"," 1198"," 1100"," 1300"," 1200","   0.327"," 418.492"," 116.248","   0.134"," 255.995","  71.110"," 41","0"," 38"," 42","   0.288"," 128.570","  35.714","  15.000","    0","    0"
"14:49:12:479","22535594026112"," 209.900","   1.933"," 1197"," 1100"," 1200"," 1200","   0.317"," 418.598"," 116.277","   0.145"," 256.043","  71.123"," 41","0"," 38"," 42","   0.293"," 128.668","  35.741","  15.000","    0","    0"
"14:49:12:813","22536059104746"," 210.235","   4.967"," 1568"," 1100"," 2600"," 1536","   1.260"," 419.020"," 116.394","   0.541"," 256.224","  71.173"," 41","0"," 38"," 42","   0.542"," 128.849","  35.791","  15.000","    0","    0"
"14:49:13:147","22536524124284"," 210.569","   1.781"," 1197"," 1100"," 1300"," 1200","   0.275"," 419.111"," 116.420","   0.104"," 256.259","  71.183"," 41","0"," 38"," 42","   0.290"," 128.946","  35.818","  15.000","    0","    0"
"14:49:13:481","22536989143398"," 210.903","   1.226"," 1197"," 1100"," 1200"," 1200","   0.231"," 419.188"," 116.441","   0.076"," 256.284","  71.190"," 41","0"," 38"," 42","   0.283"," 129.040","  35.844","  15.000","    0","    0"
"14:49:13:815","22537453394392"," 211.236","   4.684"," 1587"," 1100"," 2600"," 1569","   1.171"," 419.579"," 116.550","   0.520"," 256.458","  71.238"," 41","0"," 38"," 42","   0.502"," 129.208","  35.891","  15.000","    0","    0"
"14:49:14:148","22537917792604"," 211.570","   2.274"," 1198"," 1100"," 1300"," 1200","   0.308"," 419.682"," 116.578","   0.136"," 256.503","  71.251"," 41","0"," 38"," 42","   0.293"," 129.305","  35.918","  15.000","    0","    0"
"14:49:14:482","22538382827456"," 211.904","   1.401"," 1197"," 1100"," 1200"," 1200","   0.264"," 419.770"," 116.603","   0.102"," 256.537","  71.260"," 41","0"," 38"," 42","   0.287"," 129.401","  35.945","  15.000","    0","    0"
"14:49:14:817","22538847857912"," 212.238","  10.493"," 2554"," 1100"," 3700"," 2703","   4.255"," 421.191"," 116.998","   3.456"," 257.691","  71.581"," 41","0"," 38"," 49","   0.755"," 129.653","  36.015","  15.000","    0","    0"
"14:49:15:150","22539311535664"," 212.571","   1.993"," 1198"," 1100"," 1300"," 1200","   0.325"," 421.300"," 117.028","   0.148"," 257.741","  71.595"," 40","0"," 38"," 42","   0.295"," 129.752","  36.042","  15.000","    0","    0"
"14:49:15:483","22539775350062"," 212.904","  10.528"," 2313"," 1100"," 3700"," 2548","   3.377"," 422.425"," 117.340","   2.472"," 258.564","  71.823"," 41","0"," 38"," 46","   0.591"," 129.949","  36.097","  15.000","    0","    0"
"14:49:15:816","22540239790840"," 213.238","   5.077"," 1550"," 1100"," 3000"," 1568","   1.185"," 422.820"," 117.450","   0.598"," 258.764","  71.879"," 41","0"," 38"," 43","   0.483"," 130.110","  36.142","  15.000","    0","    0"
"14:49:16:150","22540703377992"," 213.571","   9.894"," 2396"," 1100"," 3700"," 2547","   3.479"," 423.979"," 117.772","   2.923"," 259.737","  72.149"," 50","0"," 38"," 49","   0.560"," 130.296","  36.193","  15.000","    0","    0"
"14:49:16:483","22541167243566"," 213.904","  15.097"," 2188"," 1100"," 3700"," 2472","   4.463"," 425.466"," 118.185","   3.136"," 260.783","  72.440"," 42","0"," 40"," 53","   1.087"," 130.659","  36.294","  15.000","    0","    0"
"14:49:16:816","22541631049224"," 214.237","  12.582"," 1652"," 1100"," 3100"," 1673","   2.959"," 426.452"," 118.459","   1.671"," 261.340","  72.594"," 41","0"," 39"," 43","   0.878"," 130.951","  36.375","  15.000","    0","    0"
"14:49:17:149","22542094760100"," 214.571","  12.463"," 1749"," 1100"," 3100"," 1797","   2.723"," 427.359"," 118.711","   1.699"," 261.906","  72.752"," 41","0"," 39"," 43","   0.770"," 131.207","  36.447","  15.000","  500","  500"
"14:49:17:482","22542558619870"," 214.904","  14.872"," 1716"," 1100"," 2900"," 1744","   3.249"," 428.442"," 119.012","   1.903"," 262.540","  72.928"," 42","0"," 39"," 44","   1.012"," 131.545","  36.540","  15.000","    0","    0"
"14:49:17:816","22543022648066"," 215.237","  12.652"," 1815"," 1100"," 3100"," 1867","   3.325"," 429.550"," 119.320","   1.910"," 263.177","  73.105"," 41","0"," 39"," 45","   1.132"," 131.922","  36.645","  15.000","    0","    0"
"14:49:18:149","22543486346604"," 215.570","  10.334"," 1522"," 1100"," 2600"," 1526","   2.282"," 430.310"," 119.531","   1.131"," 263.553","  73.209"," 41","0"," 39"," 42","   0.836"," 132.200","  36.722","  15.000","  500","  500"
"14:49:18:482","22543950310588"," 215.904","  10.090"," 1439"," 1100"," 2000"," 1440","   1.954"," 430.962"," 119.712","   1.020"," 263.893","  73.304"," 41","0"," 39"," 42","   0.635"," 132.412","  36.781","  15.000","    0","    0"
"14:49:18:815","22544414374240"," 216.237","  10.664"," 1747"," 1100"," 3000"," 1775","   2.798"," 431.894"," 119.971","   1.562"," 264.414","  73.448"," 41","0"," 39"," 43","   0.999"," 132.745","  36.874","  15.000","  500","  500"
"14:49:19:149","22544878204804"," 216.570","   9.752"," 1540"," 1100"," 2600"," 1549","   2.401"," 432.694"," 120.193","   1.149"," 264.797","  73.555"," 42","0"," 39"," 42","   0.984"," 133.073","  36.965","  15.000","    0","    0"
"14:49:19:482","22545342282328"," 216.904","  10.360"," 1473"," 1100"," 2600"," 1477","   2.033"," 433.372"," 120.381","   1.096"," 265.162","  73.656"," 41","0"," 39"," 43","   0.685"," 133.301","  37.028","  15.000","    0","    0"
"14:49:19:815","22545806034656"," 217.237","  12.446"," 1725"," 1100"," 3100"," 1734","   3.022"," 434.379"," 120.661","   1.752"," 265.746","  73.818"," 42","0"," 39"," 43","   1.020"," 133.641","  37.123","  15.000","    0","    0"
"14:49:20:148","22546269843142"," 217.570","  14.740"," 2005"," 1100"," 3500"," 2038","   3.477"," 435.538"," 120.983","   2.517"," 266.585","  74.051"," 41","0"," 39"," 47","   0.806"," 133.910","  37.197","  15.000","  500","  500"
"14:49:20:482","22546733911424"," 217.903","  10.411"," 1461"," 1100"," 2000"," 1464","   2.008"," 436.207"," 121.169","   1.073"," 266.942","  74.151"," 41","0"," 39"," 42","   0.659"," 134.129","  37.258","  15.000","    0","    0"
"14:49:20:815","22547197952884"," 218.237","  12.303"," 1700"," 1100"," 3400"," 1713","   3.120"," 437.247"," 121.458","   1.781"," 267.536","  74.316"," 41","0"," 39"," 44","   1.105"," 134.498","  37.360","  15.000","    0","    0"
"14:49:21:148","22547661911612"," 218.570","  10.703"," 1450"," 1100"," 2000"," 1451","   2.092"," 437.945"," 121.651","   1.111"," 267.906","  74.418"," 41","0"," 39"," 43","   0.759"," 134.751","  37.431","  15.000","  500","  500"
"14:49:21:482","22548126848092"," 218.904","  10.474"," 1505"," 1100"," 2000"," 1516","   2.130"," 438.656"," 121.849","   1.137"," 268.286","  74.524"," 41","0"," 39"," 43","   0.803"," 135.019","  37.505","  15.000","    0","    0"
"14:49:21:816","22548591259990"," 219.238","  12.120"," 1804"," 1100"," 3400"," 1839","   3.169"," 439.713"," 122.143","   1.913"," 268.924","  74.701"," 41","0"," 39"," 46","   0.897"," 135.318","  37.588","  15.000","    0","    0"
"14:49:22:149","22549055155090"," 219.571","  10.063"," 1485"," 1100"," 2400"," 1487","   2.026"," 440.388"," 122.330","   1.058"," 269.277","  74.799"," 41","0"," 39"," 43","   0.715"," 135.556","  37.654","  15.000","    0","    0"
"14:49:22:483","22549519675874"," 219.905","   9.683"," 1461"," 1100"," 2000"," 1464","   1.958"," 441.042"," 122.512","   1.022"," 269.618","  74.894"," 42","0"," 39"," 42","   0.673"," 135.781","  37.717","  15.000","    0","    0"
"14:49:22:816","22549983288086"," 220.238","  11.285"," 1788"," 1100"," 3100"," 1834","   3.044"," 442.055"," 122.793","   1.788"," 270.213","  75.059"," 42","0"," 39"," 46","   0.987"," 136.109","  37.808","  15.000","  500","  500"
"14:49:23:150","22550448362902"," 220.572","   5.253"," 1642"," 1100"," 2900"," 1648","   1.208"," 442.459"," 122.905","   0.576"," 270.406","  75.113"," 42","0"," 39"," 43","   0.534"," 136.288","  37.858","  15.000","    0","    0"
"14:49:23:484","22550913414354"," 220.906","   5.718"," 2187"," 1100"," 3100"," 2208","   1.640"," 443.007"," 123.057","   1.367"," 270.862","  75.240"," 42","0"," 39"," 43","   0.320"," 136.395","  37.888","  15.000","    0","    0"
"14:49:23:818","22551377319916"," 221.239","   4.193"," 1612"," 1100"," 2600"," 1609","   1.055"," 443.358"," 123.155","   0.496"," 271.027","  75.285"," 41","0"," 39"," 42","   0.533"," 136.573","  37.937","  15.000","    0","    0"
"14:49:24:152","22551842354408"," 221.573","   6.980"," 1663"," 1100"," 2900"," 1677","   1.472"," 443.850"," 123.292","   0.809"," 271.298","  75.361"," 41","0"," 39"," 43","   0.459"," 136.726","  37.979","  15.000","    0","    0"
"14:49:24:486","22552307380758"," 221.907","   3.122"," 1351"," 1100"," 2000"," 1350","   0.776"," 444.109"," 123.364","   0.278"," 271.391","  75.386"," 41","0"," 39"," 42","   0.387"," 136.855","  38.015","  15.000","    0","    0"
"14:49:24:820","22552772407322"," 222.241","  10.139"," 2508"," 1100"," 3700"," 2658","   4.227"," 445.522"," 123.756","   3.315"," 272.498","  75.694"," 42","0"," 39"," 48","   0.774"," 137.114","  38.087","  15.000","    0","    0"
"14:49:25:154","22553237473462"," 222.575","   1.212"," 1249"," 1100"," 3100"," 1200","   0.235"," 445.600"," 123.778","   0.082"," 272.526","  75.702"," 41","0"," 39"," 42","   0.280"," 137.207","  38.113","  15.000","    0","    0"
"14:49:25:488","22553702484286"," 222.909","   1.307"," 1197"," 1100"," 1200"," 1200","   0.204"," 445.668"," 123.797","   0.053"," 272.544","  75.707"," 41","0"," 38"," 42","   0.278"," 137.300","  38.139","  15.000","    0","    0"
"14:49:25:822","22554167514826"," 223.244","   4.130"," 1766"," 1100"," 2600"," 1774","   1.545"," 446.185"," 123.940","   0.597"," 272.743","  75.762"," 41","0"," 38"," 42","   0.698"," 137.533","  38.204","  15.000","    0","    0"
"14:49:26:156","22554632544164"," 223.578","   2.720"," 1197"," 1100"," 1200"," 1200","   0.396"," 446.317"," 123.977","   0.168"," 272.799","  75.778"," 41","0"," 38"," 42","   0.308"," 137.636","  38.232","  15.000","    0","    0"
"14:49:26:490","22555096700912"," 223.911","   1.513"," 1197"," 1100"," 1200"," 1200","   0.244"," 446.398"," 124.000","   0.086"," 272.828","  75.785"," 41","0"," 38"," 42","   0.277"," 137.729","  38.258","  15.000","    0","    0"
"14:49:26:823","22555561477050"," 224.245","   3.375"," 1779"," 1100"," 3100"," 1780","   1.145"," 446.781"," 124.106","   0.544"," 273.009","  75.836"," 41","0"," 38"," 41","   0.588"," 137.925","  38.313","  15.000","    0","    0"
"14:49:27:157","22556026496574"," 224.579","   1.903"," 1197"," 1100"," 1300"," 1200","   0.280"," 446.874"," 124.132","   0.121"," 273.050","  75.847"," 41","0"," 38"," 42","   0.287"," 138.021","  38.339","  15.000","    0","    0"
"14:49:27:492","22556491523674"," 224.913","   2.031"," 1197"," 1100"," 1200"," 1200","   0.381"," 447.001"," 124.167","   0.138"," 273.096","  75.860"," 42","0"," 38"," 42","   0.299"," 138.121","  38.367","  15.000","    0","    0"
"14:49:27:826","22556956571020"," 225.247","   4.374"," 1581"," 1100"," 2600"," 1567","   1.158"," 447.388"," 124.275","   0.474"," 273.254","  75.904"," 41","0"," 38"," 42","   0.556"," 138.307","  38.418","  15.000","    0","    0"
"14:49:28:160","22557421607284"," 225.581","   1.307"," 1197"," 1100"," 1300"," 1200","   0.240"," 447.468"," 124.297","   0.092"," 273.285","  75.912"," 41","0"," 38"," 41","   0.277"," 138.399","  38.444","  15.000","    0","    0"
"14:49:28:494","22557886640504"," 225.915","   1.197"," 1197"," 1100"," 1200"," 1200","   0.238"," 447.548"," 124.319","   0.081"," 273.312","  75.920"," 41","0"," 38"," 42","   0.282"," 138.493","  38.470","  15.000","    0","    0"
"14:49:28:827","22558351091298"," 226.249","   4.012"," 1603"," 1100"," 2600"," 1604","   1.044"," 447.896"," 124.416","   0.470"," 273.469","  75.963"," 41","0"," 38"," 41","   0.455"," 138.645","  38.513","  15.000","    0","    0"
"14:49:29:161","22558814995634"," 226.582","   2.057"," 1197"," 1100"," 1200"," 1200","   0.341"," 448.010"," 124.447","   0.128"," 273.511","  75.975"," 41","0"," 38"," 41","   0.296"," 138.744","  38.540","  15.000","    0","    0"
"14:49:29:495","22559280086534"," 226.916","   1.608"," 1197"," 1100"," 1200"," 1200","   0.251"," 448.094"," 124.471","   0.086"," 273.540","  75.983"," 41","0"," 38"," 41","   0.283"," 138.838","  38.566","  15.000","    0","    0"
"14:49:29:829","22559745116896"," 227.250","   3.888"," 1675"," 1100"," 2600"," 1635","   1.171"," 448.485"," 124.579","   0.489"," 273.704","  76.029"," 41","0"," 38"," 41","   0.498"," 139.005","  38.612","  15.000","    0","    0"
"14:49:30:163","22560210148078"," 227.584","   1.226"," 1201"," 1100"," 1600"," 1200","   0.225"," 448.560"," 124.600","   0.059"," 273.723","  76.034"," 41","0"," 38"," 42","   0.278"," 139.097","  38.638","  15.000","    0","    0"
"14:49:30:497","22560675193334"," 227.919","   1.413"," 1197"," 1100"," 1200"," 1200","   0.240"," 448.641"," 124.622","   0.095"," 273.755","  76.043"," 41","0"," 38"," 41","   0.279"," 139.191","  38.664","  15.000","    0","    0"
"14:49:30:831","22561140234102"," 228.253","   5.194"," 1529"," 1100"," 3100"," 1531","   1.189"," 449.038"," 124.733","   0.528"," 273.931","  76.092"," 41","0"," 38"," 42","   0.517"," 139.363","  38.712","  15.000","    0","    0"
"14:49:31:165","22561605230424"," 228.587","   1.631"," 1203"," 1100"," 1700"," 1200","   0.272"," 449.129"," 124.758","   0.104"," 273.966","  76.102"," 40","0"," 38"," 41","   0.280"," 139.457","  38.738","  15.000","    0","    0"
"14:49:31:499","22562070196668"," 228.921","   1.349"," 1197"," 1100"," 1200"," 1200","   0.274"," 449.220"," 124.783","   0.095"," 273.997","  76.110"," 41","0"," 38"," 41","   0.286"," 139.552","  38.765","  15.000","    0","    0"
"14:49:31:832","22562533881090"," 229.254","  12.749"," 2747"," 1100"," 3700"," 2798","   6.478"," 451.378"," 125.383","   5.459"," 275.816","  76.615"," 46","0"," 38"," 49","   0.762"," 139.806","  38.835","  15.000","    0","    0"
"14:49:32:166","22562998925364"," 229.588","   3.775"," 1747"," 1200"," 3500"," 1444","   0.764"," 451.634"," 125.454","   0.511"," 275.987","  76.663"," 41","0"," 38"," 45","   0.308"," 139.909","  38.864","  15.000","    0","    0"
"14:49:32:500","22563463938648"," 229.922","   1.374"," 1209"," 1100"," 1400"," 1200","   0.292"," 451.731"," 125.481","   0.102"," 276.021","  76.672"," 41","0"," 38"," 41","   0.286"," 140.005","  38.890","  15.000","    0","    0"
"14:49:32:834","22563928539294"," 230.256","   4.364"," 1654"," 1100"," 2600"," 1611","   1.104"," 452.099"," 125.583","   0.501"," 276.188","  76.719"," 41","0"," 38"," 41","   0.508"," 140.174","  38.937","  15.000","    0","    0"
"14:49:33:168","22564393593330"," 230.590","   1.250"," 1207"," 1100"," 1400"," 1200","   0.212"," 452.170"," 125.603","   0.069"," 276.211","  76.725"," 41","0"," 38"," 41","   0.277"," 140.267","  38.963","  15.000","    0","    0"
"14:49:33:502","22564858637234"," 230.924","   0.941"," 1197"," 1100"," 1200"," 1200","   0.195"," 452.235"," 125.621","   0.053"," 276.229","  76.730"," 40","0"," 38"," 42","   0.272"," 140.357","  38.988","  15.000","    0","    0"
"14:49:33:836","22565323511072"," 231.258","   4.117"," 1650"," 1100"," 2600"," 1614","   1.149"," 452.619"," 125.727","   0.481"," 276.389","  76.775"," 41","0"," 38"," 42","   0.522"," 140.532","  39.037","  15.000","    0","    0"
"14:49:34:170","22565788546676"," 231.592","   1.781"," 1197"," 1100"," 1300"," 1200","   0.307"," 452.722"," 125.756","   0.125"," 276.431","  76.786"," 40","0"," 38"," 41","   0.287"," 140.628","  39.063","  15.000","    0","    0"
"14:49:34:504","22566253545376"," 231.926","   1.007"," 1197"," 1100"," 1200"," 1200","   0.201"," 452.789"," 125.775","   0.058"," 276.450","  76.792"," 42","0"," 38"," 41","   0.278"," 140.721","  39.089","  15.000","    0","    0"
"14:49:34:838","22566717182806"," 232.259","   6.209"," 1922"," 1100"," 3500"," 1894","   1.736"," 453.367"," 125.935","   1.078"," 276.809","  76.891"," 42","0"," 38"," 42","   0.501"," 140.887","  39.135","  15.000","    0","    0"
"14:49:35:172","22567182214654"," 232.593","  17.704"," 3488"," 1500"," 3700"," 3596","  11.536"," 457.221"," 127.006","  10.690"," 280.381","  77.884"," 42","0"," 40"," 52","   0.784"," 141.149","  39.208","  15.000","    0","    0"
"14:49:35:505","22567646814584"," 232.927","   1.373"," 1345"," 1100"," 3100"," 1200","   0.299"," 457.321"," 127.034","   0.109"," 280.417","  77.894"," 42","0"," 38"," 42","   0.313"," 141.254","  39.237","  15.000","    0","    0"
"14:49:35:839","22568111846782"," 233.261","   4.213"," 1638"," 1100"," 2600"," 1608","   1.180"," 457.715"," 127.143","   0.494"," 280.582","  77.939"," 41","0"," 38"," 42","   0.517"," 141.426","  39.285","  15.000","    0","    0"
"14:49:36:174","22568576894486"," 233.595","   3.299"," 1216"," 1100"," 1700"," 1223","   0.445"," 457.864"," 127.184","   0.218"," 280.655","  77.960"," 41","0"," 38"," 42","   0.306"," 141.529","  39.314","  15.000","    0","    0"
"14:49:36:508","22569041924898"," 233.929","   1.351"," 1198"," 1100"," 1300"," 1200","   0.227"," 457.940"," 127.205","   0.093"," 280.686","  77.968"," 41","0"," 38"," 42","   0.280"," 141.622","  39.340","  15.000","    0","    0"
"14:49:36:842","22569506961346"," 234.263","   3.917"," 1615"," 1100"," 2600"," 1577","   1.033"," 458.285"," 127.301","   0.451"," 280.837","  78.010"," 41","0"," 38"," 41","   0.448"," 141.772","  39.381","  15.000","    0","    0"
"14:49:37:176","22569972021236"," 234.597","   1.263"," 1231"," 1100"," 1400"," 1200","   0.205"," 458.353"," 127.320","   0.067"," 280.859","  78.016"," 41","0"," 38"," 41","   0.283"," 141.867","  39.407","  15.000","    0","    0"
"14:49:37:509","22570436444302"," 234.931","   3.304"," 1221"," 1100"," 1700"," 1223","   0.513"," 458.524"," 127.368","   0.227"," 280.935","  78.037"," 40","0"," 38"," 41","   0.318"," 141.973","  39.437","  15.000","    0","    0"
"14:49:37:843","22570900251174"," 235.264","   6.036"," 1705"," 1100"," 3000"," 1691","   1.472"," 459.015"," 127.504","   0.720"," 281.175","  78.104"," 42","0"," 38"," 42","   0.586"," 142.168","  39.491","  15.000","  500","  500"
"14:49:38:176","22571363940826"," 235.597","   5.824"," 2566"," 1100"," 3800"," 2576","   2.940"," 459.994"," 127.776","   2.110"," 281.877","  78.299"," 41","0"," 38"," 54","   0.587"," 142.364","  39.545","  15.000","    0","    0"
"14:49:38:510","22571828987280"," 235.931","   1.391"," 1198"," 1100"," 1400"," 1200","   0.311"," 460.098"," 127.805","   0.094"," 281.909","  78.308"," 41","0"," 38"," 41","   0.289"," 142.460","  39.572","  15.000","    0","    0"
"14:49:38:843","22572292808358"," 236.265","  14.778"," 2361"," 1100"," 3700"," 2433","   5.099"," 461.797"," 128.277","   3.933"," 283.219","  78.672"," 41","0"," 38"," 50","   0.928"," 142.769","  39.658","  15.000","    0","    0"
"14:49:39:177","22572757576984"," 236.598","  10.380"," 2152"," 1100"," 3900"," 2090","   3.959"," 463.119"," 128.644","   2.814"," 284.159","  78.933"," 41","0"," 39"," 54","   0.797"," 143.035","  39.732","  15.000","    0","    0"
"14:49:39:510","22573221190740"," 236.931","   9.075"," 1551"," 1100"," 2000"," 1479","   1.983"," 463.779"," 128.828","   1.022"," 284.499","  79.028"," 41","0"," 39"," 42","   0.798"," 143.301","  39.806","  15.000","    0","    0"
"14:49:39:843","22573684839096"," 237.265","  13.030"," 1899"," 1100"," 3100"," 1888","   3.448"," 464.927"," 129.147","   2.116"," 285.204","  79.223"," 41","0"," 39"," 44","   1.069"," 143.657","  39.905","  15.000","    0","    0"
"14:49:40:176","22574148517216"," 237.598","  11.941"," 1724"," 1100"," 3100"," 1705","   3.087"," 465.956"," 129.432","   1.594"," 285.735","  79.371"," 41","0"," 39"," 44","   1.068"," 144.013","  40.004","  15.000","    0","    0"
"14:49:40:509","22574612490342"," 237.931","  10.387"," 1520"," 1100"," 2600"," 1523","   2.211"," 466.693"," 129.637","   1.140"," 286.115","  79.476"," 41","0"," 39"," 42","   0.727"," 144.255","  40.071","  15.000","    0","    0"
"14:49:40:843","22575076559722"," 238.264","  11.867"," 1791"," 1100"," 3100"," 1797","   2.998"," 467.692"," 129.915","   1.769"," 286.705","  79.640"," 41","0"," 38"," 44","   0.865"," 144.543","  40.151","  15.000","    0","    0"
"14:49:41:176","22575540248134"," 238.597","  12.553"," 1761"," 1100"," 3100"," 1904","   2.884"," 468.653"," 130.181","   1.793"," 287.302","  79.806"," 42","0"," 39"," 44","   0.833"," 144.821","  40.228","  15.000","    0","    0"
"14:49:41:509","22576004376590"," 238.931","   9.963"," 1488"," 1100"," 2100"," 1493","   2.030"," 469.330"," 130.369","   1.055"," 287.653","  79.904"," 41","0"," 39"," 43","   0.681"," 145.048","  40.291","  15.000","    0","    0"
"14:49:41:843","22576469405778"," 239.265","  11.494"," 1698"," 1100"," 3000"," 1737","   2.717"," 470.238"," 130.622","   1.538"," 288.167","  80.046"," 41","0"," 39"," 43","   0.834"," 145.326","  40.368","  15.000","    0","    0"
"14:49:42:177","22576933273264"," 239.598","  17.358"," 1802"," 1100"," 3100"," 1809","   3.681"," 471.464"," 130.962","   2.382"," 288.961","  80.267"," 42","0"," 39"," 43","   0.942"," 145.640","  40.456","  15.000","    0","    0"
"14:49:42:511","22577398295294"," 239.932","  11.610"," 1726"," 1100"," 3100"," 1728","   2.635"," 472.345"," 131.207","   1.634"," 289.507","  80.419"," 41","0"," 39"," 44","   0.787"," 145.903","  40.529","  15.000","    0","    0"
"14:49:42:844","22577862328906"," 240.266","  18.247"," 1821"," 1100"," 3500"," 1828","   3.933"," 473.656"," 131.571","   2.679"," 290.400","  80.667"," 42","0"," 39"," 45","   1.002"," 146.237","  40.621","  15.000","    0","    0"
"14:49:43:178","22578327363932"," 240.600","  12.614"," 1626"," 1100"," 2600"," 1629","   2.632"," 474.535"," 131.815","   1.507"," 290.903","  80.806"," 41","0"," 39"," 44","   0.834"," 146.516","  40.699","  15.000","    0","    0"
"14:49:43:511","22578791190150"," 240.933","  10.457"," 1485"," 1100"," 2000"," 1491","   2.091"," 475.232"," 132.009","   1.088"," 291.266","  80.907"," 41","0"," 39"," 43","   0.755"," 146.768","  40.769","  15.000","    0","    0"
"14:49:43:845","22579255017624"," 241.266","  17.630"," 1771"," 1100"," 2900"," 1826","   3.652"," 476.449"," 132.347","   2.416"," 292.071","  81.131"," 41","0"," 39"," 45","   0.836"," 147.046","  40.846","  15.000","    0","    0"
"14:49:44:178","22579718793534"," 241.599","  30.082"," 2598"," 1100"," 3700"," 2917","   7.628"," 478.990"," 133.053","   6.564"," 294.258","  81.738"," 53","0"," 39"," 54","   1.133"," 147.424","  40.951","  15.000","    0","    0"
"14:49:44:512","22580183853680"," 241.933","  12.982"," 2089"," 1100"," 3700"," 2162","   3.900"," 480.293"," 133.415","   2.795"," 295.192","  81.998"," 42","0"," 40"," 53","   0.787"," 147.687","  41.024","  15.000","    0","    0"
"14:49:44:846","22580648932560"," 242.267","  11.802"," 1749"," 1100"," 3000"," 1788","   2.977"," 481.288"," 133.691","   1.675"," 295.751","  82.153"," 42","0"," 40"," 44","   0.899"," 147.987","  41.107","  15.000","    0","    0"
"14:49:45:180","22581113194042"," 242.601","  22.637"," 2684"," 1100"," 3700"," 2964","   7.985"," 483.951"," 134.431","   6.864"," 298.040","  82.789"," 47","0"," 40"," 49","   1.024"," 148.328","  41.202","  15.000","  500","  500"
"14:49:45:514","22581578265890"," 242.935","  13.731"," 2586"," 1100"," 3700"," 2607","   6.168"," 486.011"," 135.003","   5.200"," 299.778","  83.272"," 42","0"," 41"," 52","   0.721"," 148.569","  41.269","  15.000","    0","    0"
"14:49:45:847","22582042742920"," 243.269","  11.561"," 1691"," 1100"," 2900"," 1701","   2.773"," 486.937"," 135.260","   1.529"," 300.288","  83.413"," 42","0"," 40"," 43","   0.943"," 148.884","  41.357","  15.000","    0","    0"
"14:49:46:181","22582506702894"," 243.602","  10.012"," 1471"," 1100"," 2000"," 1475","   2.036"," 487.615"," 135.449","   1.043"," 300.635","  83.510"," 42","0"," 40"," 43","   0.800"," 149.151","  41.431","  15.000","    0","    0"
"14:49:46:514","22582970962024"," 243.936","  11.583"," 1482"," 1100"," 2000"," 1487","   2.287"," 488.378"," 135.661","   1.206"," 301.038","  83.622"," 42","0"," 39"," 43","   0.922"," 149.458","  41.516","  15.000","  500","  500"
"14:49:46:847","22583434895680"," 244.269","  11.048"," 1700"," 1100"," 3300"," 1709","   2.908"," 489.347"," 135.930","   1.622"," 301.578","  83.772"," 42","0"," 40"," 45","   1.016"," 149.797","  41.610","  15.000","  500","  500"
"14:49:47:181","22583898865230"," 244.602","   9.726"," 1437"," 1100"," 2000"," 1442","   1.940"," 489.994"," 136.109","   1.012"," 301.916","  83.865"," 42","0"," 39"," 43","   0.672"," 150.021","  41.672","  15.000","    0","    0"
"14:49:47:514","22584362517460"," 244.935","   9.574"," 1561"," 1100"," 2600"," 1565","   2.025"," 490.669"," 136.297","   1.097"," 302.281","  83.967"," 42","0"," 40"," 43","   0.669"," 150.243","  41.734","  15.000","  500","  500"
