"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:49:47:848","22584827349532"," 245.269","  11.932"," 1777"," 1100"," 3000"," 1871","   2.976"," 491.662"," 136.573","   1.763"," 302.870","  84.130"," 42","0"," 40"," 43","   0.823"," 150.518","  41.811","  15.000","    0","    0"
"14:49:48:181","22585291527984"," 245.603","  14.076"," 1703"," 1100"," 3000"," 1801","   2.748"," 492.579"," 136.827","   1.764"," 303.458","  84.294"," 42","0"," 39"," 44","   0.698"," 150.751","  41.875","  15.000","    0","    0"
"14:49:48:514","22585755309286"," 245.936","  20.937"," 1555"," 1100"," 3100"," 1563","   3.259"," 493.665"," 137.129","   2.261"," 304.211","  84.503"," 42","0"," 40"," 46","   0.649"," 150.967","  41.935","  15.000","    0","    0"
"14:49:48:848","22586219234480"," 246.269","  22.045"," 1746"," 1100"," 3500"," 1751","   4.555"," 495.183"," 137.551","   3.210"," 305.281","  84.800"," 43","0"," 40"," 47","   1.017"," 151.306","  42.029","  15.000","  500","  500"
"14:49:49:181","22586683005018"," 246.602","  21.625"," 1504"," 1100"," 2600"," 1509","   3.109"," 496.219"," 137.839","   2.111"," 305.984","  84.996"," 42","0"," 40"," 43","   0.656"," 151.525","  42.090","  15.000","    0","    0"
"14:49:49:514","22587146694908"," 246.935","  21.104"," 1524"," 1100"," 2600"," 1528","   3.083"," 497.246"," 138.124","   2.080"," 306.677","  85.188"," 42","0"," 40"," 43","   0.652"," 151.742","  42.151","  15.000","  500","  500"
"14:49:49:847","22587610474128"," 247.269","  19.797"," 1830"," 1100"," 3700"," 1840","   4.534"," 498.756"," 138.543","   3.252"," 307.761","  85.489"," 42","0"," 40"," 48","   0.963"," 152.063","  42.240","  15.000","    0","    0"
"14:49:50:180","22588074099020"," 247.602","  16.874"," 2298"," 1100"," 3700"," 2516","   4.680"," 500.315"," 138.976","   3.656"," 308.978","  85.827"," 43","0"," 40"," 50","   0.945"," 152.378","  42.327","  15.000","  500","  500"
"14:49:50:513","22588537764302"," 247.935","   9.459"," 1450"," 1100"," 2000"," 1453","   1.893"," 500.945"," 139.152","   0.981"," 309.305","  85.918"," 42","0"," 40"," 43","   0.669"," 152.600","  42.389","  15.000","  500","  500"
"14:49:50:847","22589001744140"," 248.268","  11.408"," 1761"," 1100"," 3100"," 1786","   3.060"," 501.965"," 139.435","   1.770"," 309.895","  86.082"," 42","0"," 40"," 45","   0.991"," 152.931","  42.481","  15.000","  500","  500"
"14:49:51:180","22589465413824"," 248.601","   9.799"," 1429"," 1100"," 2000"," 1429","   1.905"," 502.600"," 139.611","   0.975"," 310.220","  86.172"," 42","0"," 40"," 43","   0.637"," 153.143","  42.540","  15.000","    0","    0"
"14:49:51:513","22589929445644"," 248.935","  10.088"," 1477"," 1100"," 2000"," 1478","   1.978"," 503.259"," 139.794","   1.046"," 310.568","  86.269"," 42","0"," 40"," 43","   0.640"," 153.356","  42.599","  15.000","    0","    0"
"14:49:51:846","22590393388324"," 249.268","  11.310"," 1890"," 1100"," 3100"," 1903","   3.189"," 504.322"," 140.090","   1.920"," 311.208","  86.447"," 42","0"," 40"," 44","   1.039"," 153.702","  42.695","  15.000","  500","  500"
"14:49:52:180","22590858028668"," 249.602","   9.580"," 1447"," 1100"," 2000"," 1450","   1.930"," 504.966"," 140.268","   0.991"," 311.539","  86.539"," 42","0"," 40"," 43","   0.642"," 153.916","  42.755","  15.000","    0","    0"
"14:49:52:513","22591322029218"," 249.935","   9.964"," 1453"," 1100"," 2000"," 1467","   2.000"," 505.633"," 140.454","   1.033"," 311.883","  86.634"," 42","0"," 40"," 43","   0.717"," 154.155","  42.821","  15.000","  500","  500"
"14:49:52:847","22591785721124"," 250.268","  11.511"," 1753"," 1100"," 3100"," 1761","   2.904"," 506.600"," 140.722","   1.617"," 312.422","  86.784"," 42","0"," 40"," 45","   1.032"," 154.499","  42.916","  15.000","  500","  500"
"14:49:53:180","22592249816792"," 250.601","   9.737"," 1451"," 1100"," 2000"," 1449","   1.934"," 507.245"," 140.901","   1.004"," 312.757","  86.877"," 42","0"," 40"," 43","   0.659"," 154.719","  42.977","  15.000","  500","  500"
"14:49:53:513","22592713777926"," 250.935","   9.195"," 1471"," 1100"," 2000"," 1475","   1.906"," 507.881"," 141.078","   0.980"," 313.083","  86.968"," 42","0"," 40"," 42","   0.670"," 154.942","  43.039","  15.000","    0","    0"
"14:49:53:846","22593177483418"," 251.268","  11.273"," 1758"," 1100"," 3200"," 1771","   2.879"," 508.840"," 141.344","   1.672"," 313.640","  87.122"," 42","0"," 40"," 47","   0.840"," 155.222","  43.117","  15.000","    0","    0"
"14:49:54:179","22593641121570"," 251.601","   9.447"," 1440"," 1100"," 2000"," 1446","   1.854"," 509.457"," 141.516","   0.965"," 313.961","  87.211"," 41","0"," 40"," 43","   0.616"," 155.427","  43.174","  15.000","  500","  500"
"14:49:54:514","22594106120792"," 251.935","   9.361"," 1450"," 1100"," 2000"," 1453","   1.859"," 510.078"," 141.688","   0.967"," 314.284","  87.301"," 42","0"," 40"," 43","   0.626"," 155.636","  43.232","  15.000","    0","    0"
"14:49:54:847","22594570609688"," 252.269","  10.555"," 1745"," 1100"," 3100"," 1749","   2.875"," 511.038"," 141.955","   1.607"," 314.820","  87.450"," 42","0"," 40"," 47","   0.981"," 155.963","  43.323","  15.000","    0","    0"
"14:49:55:180","22595034273528"," 252.602","  14.381"," 2304"," 1100"," 3700"," 2593","   4.749"," 512.619"," 142.394","   3.738"," 316.066","  87.796"," 42","0"," 40"," 49","   0.870"," 156.253","  43.404","  15.000","    0","    0"
"14:49:55:513","22595497895346"," 252.935","   9.578"," 1455"," 1100"," 2000"," 1458","   1.956"," 513.271"," 142.575","   1.014"," 316.404","  87.890"," 42","0"," 40"," 43","   0.698"," 156.486","  43.468","  15.000","    0","    0"
"14:49:55:847","22595962033400"," 253.268","  10.949"," 1815"," 1100"," 3100"," 1871","   2.991"," 514.268"," 142.852","   1.761"," 316.991","  88.053"," 42","0"," 40"," 44","   0.910"," 156.789","  43.552","  15.000","    0","    0"
"14:49:56:180","22596426162178"," 253.602","   9.976"," 1469"," 1100"," 2000"," 1471","   2.051"," 514.952"," 143.042","   1.048"," 317.340","  88.150"," 42","0"," 40"," 43","   0.751"," 157.039","  43.622","  15.000","    0","    0"
"14:49:56:514","22596891143160"," 253.936","   9.135"," 1445"," 1100"," 2000"," 1450","   1.907"," 515.589"," 143.219","   0.967"," 317.663","  88.240"," 42","0"," 40"," 43","   0.705"," 157.275","  43.687","  15.000","    0","    0"
"14:49:56:848","22597355065730"," 254.269","  10.936"," 1730"," 1100"," 3100"," 1737","   2.872"," 516.546"," 143.485","   1.574"," 318.188","  88.385"," 42","0"," 40"," 47","   1.034"," 157.620","  43.783","  15.000","    0","    0"
"14:49:57:181","22597818717286"," 254.602","   9.380"," 1459"," 1100"," 2000"," 1460","   1.907"," 517.181"," 143.662","   0.981"," 318.514","  88.476"," 42","0"," 40"," 43","   0.694"," 157.851","  43.847","  15.000","    0","    0"
"14:49:57:514","22598282743300"," 254.935","   9.516"," 1508"," 1100"," 2500"," 1513","   2.025"," 517.857"," 143.849","   1.030"," 318.858","  88.572"," 42","0"," 40"," 43","   0.847"," 158.133","  43.926","  15.000","    0","    0"
"14:49:57:847","22598746477132"," 255.269","  11.579"," 1769"," 1100"," 3100"," 1788","   2.832"," 518.800"," 144.111","   1.653"," 319.409","  88.725"," 42","0"," 40"," 47","   0.836"," 158.412","  44.003","  15.000","    0","    0"
"14:49:58:181","22599210904292"," 255.602","   9.385"," 1459"," 1100"," 2400"," 1464","   1.897"," 519.433"," 144.287","   0.976"," 319.734","  88.815"," 42","0"," 40"," 43","   0.688"," 158.642","  44.067","  15.000","    0","    0"
"14:49:58:514","22599674953744"," 255.936","   9.303"," 1447"," 1100"," 2000"," 1448","   1.882"," 520.060"," 144.461","   0.975"," 320.059","  88.905"," 42","0"," 40"," 43","   0.638"," 158.854","  44.126","  15.000","    0","    0"
"14:49:58:847","22600138771166"," 256.269","  11.034"," 1688"," 1100"," 3100"," 1699","   2.856"," 521.012"," 144.726","   1.587"," 320.588","  89.052"," 42","0"," 40"," 45","   0.979"," 159.180","  44.217","  15.000","    0","    0"
"14:49:59:181","22600603777854"," 256.603","   9.423"," 1435"," 1100"," 2000"," 1442","   1.880"," 521.640"," 144.900","   0.983"," 320.916","  89.143"," 42","0"," 40"," 44","   0.663"," 159.402","  44.278","  15.000","    0","    0"
"14:49:59:515","22601067549818"," 256.936","  10.406"," 1529"," 1100"," 2600"," 1539","   2.078"," 522.333"," 145.092","   1.115"," 321.288","  89.247"," 42","0"," 40"," 43","   0.636"," 159.614","  44.337","  15.000","    0","    0"
"14:49:59:848","22601531229690"," 257.269","   9.994"," 1760"," 1100"," 3100"," 1761","   2.817"," 523.271"," 145.353","   1.617"," 321.826","  89.396"," 42","0"," 40"," 45","   0.959"," 159.933","  44.426","  15.000","    0","    0"
"14:50:00:182","22601996190310"," 257.603","  11.341"," 1504"," 1100"," 2600"," 1511","   2.180"," 523.999"," 145.555","   1.186"," 322.222","  89.506"," 42","0"," 40"," 44","   0.690"," 160.164","  44.490","  15.000","    0","    0"
"14:50:00:515","22602460747006"," 257.937","   9.561"," 1468"," 1100"," 2000"," 1474","   1.961"," 524.653"," 145.737","   1.025"," 322.565","  89.601"," 44","0"," 40"," 44","   0.641"," 160.378","  44.549","  15.000","    0","    0"
"14:50:00:849","22602924709420"," 258.270","  11.523"," 1753"," 1100"," 3100"," 1763","   2.859"," 525.606"," 146.002","   1.666"," 323.120","  89.756"," 42","0"," 40"," 45","   0.836"," 160.656","  44.627","  15.000","  500","  500"
"14:50:01:182","22603388703110"," 258.604","  10.130"," 1447"," 1100"," 2000"," 1452","   2.126"," 526.315"," 146.199","   1.064"," 323.474","  89.854"," 42","0"," 40"," 44","   0.789"," 160.919","  44.700","  15.000","    0","    0"
"14:50:01:515","22603852407754"," 258.937","   8.848"," 1455"," 1100"," 2000"," 1462","   1.858"," 526.934"," 146.371","   0.945"," 323.789","  89.941"," 42","0"," 40"," 43","   0.746"," 161.168","  44.769","  15.000","    0","    0"
"14:50:01:849","22604316471530"," 259.270","  10.633"," 1709"," 1100"," 3400"," 1719","   2.818"," 527.873"," 146.632","   1.601"," 324.323","  90.090"," 42","0"," 40"," 46","   0.965"," 161.490","  44.858","  15.000","    0","    0"
"14:50:02:182","22604780173836"," 259.603","  10.992"," 1509"," 1100"," 2600"," 1513","   2.086"," 528.568"," 146.825","   1.139"," 324.702","  90.195"," 42","0"," 40"," 44","   0.693"," 161.720","  44.922","  15.000","    0","    0"
"14:50:02:515","22605243908864"," 259.936","   9.512"," 1478"," 1100"," 2600"," 1488","   1.932"," 529.212"," 147.003","   1.008"," 325.038","  90.288"," 42","0"," 40"," 43","   0.665"," 161.942","  44.984","  15.000","    0","    0"
"14:50:02:848","22605707522528"," 260.269","  11.148"," 1749"," 1100"," 3100"," 1757","   2.947"," 530.194"," 147.276","   1.646"," 325.586","  90.441"," 42","0"," 40"," 45","   0.952"," 162.259","  45.072","  15.000","    0","    0"
"14:50:03:181","22606171876670"," 260.603","   9.311"," 1437"," 1100"," 2000"," 1445","   1.834"," 530.805"," 147.446","   0.959"," 325.906","  90.529"," 42","0"," 40"," 43","   0.627"," 162.468","  45.130","  15.000","    0","    0"
"14:50:03:515","22606635596768"," 260.936","   9.470"," 1462"," 1100"," 2000"," 1470","   1.899"," 531.438"," 147.622","   1.008"," 326.242","  90.623"," 42","0"," 40"," 43","   0.649"," 162.684","  45.190","  15.000","    0","    0"
"14:50:03:848","22607099386346"," 261.269","  11.174"," 1730"," 1100"," 3500"," 1734","   2.870"," 532.395"," 147.887","   1.604"," 326.776","  90.771"," 42","0"," 40"," 48","   0.938"," 162.997","  45.277","  15.000","    0","    0"
"14:50:04:182","22607564382716"," 261.603","   9.392"," 1440"," 1100"," 2000"," 1449","   1.881"," 533.023"," 148.062","   0.950"," 327.094","  90.859"," 42","0"," 40"," 43","   0.611"," 163.201","  45.334","  15.000","    0","    0"
"14:50:04:515","22608028152698"," 261.936","   9.620"," 1432"," 1100"," 2000"," 1440","   1.874"," 533.647"," 148.235","   0.976"," 327.419","  90.950"," 42","0"," 40"," 43","   0.634"," 163.412","  45.392","  15.000","    0","    0"
"14:50:04:849","22608493168236"," 262.271","  18.135"," 2283"," 1100"," 3100"," 2347","   5.316"," 535.423"," 148.729","   3.774"," 328.679","  91.300"," 43","0"," 40"," 47","   1.074"," 163.771","  45.492","  15.000","    0","    0"
"14:50:05:182","22608956975068"," 262.604","  29.304"," 2768"," 1100"," 3700"," 2852","  11.408"," 539.224"," 149.785","  10.142"," 332.059","  92.239"," 46","0"," 41"," 57","   1.045"," 164.119","  45.589","  15.000","    0","    0"
"14:50:05:516","22609422021316"," 262.938","   9.858"," 1540"," 1100"," 2900"," 1543","   1.894"," 539.857"," 149.960","   1.049"," 332.409","  92.336"," 43","0"," 41"," 46","   0.625"," 164.328","  45.647","  15.000","    0","    0"
"14:50:05:850","22609887098964"," 263.272","   7.093"," 2227"," 1100"," 3700"," 2241","   2.686"," 540.755"," 150.210","   2.015"," 333.082","  92.523"," 43","0"," 40"," 45","   0.546"," 164.510","  45.697","  15.000","    0","    0"
"14:50:06:184","22610352114614"," 263.606","   5.344"," 1590"," 1100"," 2600"," 1598","   1.088"," 541.118"," 150.311","   0.581"," 333.276","  92.577"," 42","0"," 40"," 43","   0.410"," 164.647","  45.735","  15.000","    0","    0"
"14:50:06:519","22610817139508"," 263.940","   1.386"," 1197"," 1100"," 1200"," 1200","   0.330"," 541.228"," 150.341","   0.102"," 333.311","  92.586"," 42","0"," 40"," 43","   0.283"," 164.742","  45.762","  15.000","    0","    0"
"14:50:06:853","22611282197800"," 264.274","   9.479"," 1748"," 1100"," 2900"," 1769","   2.304"," 541.998"," 150.555","   1.162"," 333.699","  92.694"," 42","0"," 40"," 44","   0.820"," 165.016","  45.838","  15.000","    0","    0"
"14:50:07:187","22611747240188"," 264.608","   4.161"," 1376"," 1100"," 2600"," 1381","   1.144"," 542.380"," 150.661","   0.381"," 333.826","  92.729"," 42","0"," 40"," 43","   0.538"," 165.196","  45.888","  15.000","    0","    0"
"14:50:07:521","22612212380786"," 264.942","   2.882"," 1201"," 1100"," 1600"," 1200","   0.473"," 542.538"," 150.705","   0.195"," 333.891","  92.748"," 42","0"," 39"," 42","   0.313"," 165.300","  45.917","  15.000","    0","    0"
"14:50:07:855","22612677417550"," 265.276","   3.982"," 1614"," 1100"," 2700"," 1624","   1.007"," 542.875"," 150.798","   0.455"," 334.043","  92.790"," 42","0"," 40"," 43","   0.450"," 165.451","  45.959","  15.000","    0","    0"
"14:50:08:189","22613141724768"," 265.610","   2.117"," 1255"," 1100"," 1700"," 1268","   0.440"," 543.021"," 150.839","   0.143"," 334.091","  92.803"," 42","0"," 40"," 42","   0.332"," 165.561","  45.989","  15.000","  500","  500"
"14:50:08:522","22613605667620"," 265.943","   2.233"," 1659"," 1100"," 2600"," 1640","   0.715"," 543.260"," 150.905","   0.269"," 334.180","  92.828"," 42","0"," 39"," 42","   0.527"," 165.737","  46.038","  15.000","    0","    0"
"14:50:08:856","22614070726666"," 266.277","   6.905"," 1636"," 1100"," 3000"," 1651","   1.520"," 543.767"," 151.046","   0.852"," 334.465","  92.907"," 42","0"," 40"," 43","   0.490"," 165.901","  46.084","  15.000","    0","    0"
"14:50:09:190","22614535753630"," 266.611","   1.334"," 1197"," 1100"," 1200"," 1200","   0.290"," 543.864"," 151.073","   0.080"," 334.492","  92.914"," 41","0"," 39"," 42","   0.284"," 165.996","  46.110","  15.000","    0","    0"
"14:50:09:523","22614999830562"," 266.945","   1.133"," 1197"," 1100"," 1200"," 1200","   0.188"," 543.927"," 151.091","   0.072"," 334.516","  92.921"," 41","0"," 39"," 42","   0.277"," 166.088","  46.136","  15.000","    0","    0"
"14:50:09:857","22615464750764"," 267.279","   4.606"," 1583"," 1100"," 2600"," 1596","   1.262"," 544.348"," 151.208","   0.559"," 334.703","  92.973"," 42","0"," 39"," 43","   0.504"," 166.257","  46.182","  15.000","    0","    0"
"14:50:10:191","22615928688300"," 267.612","   2.195"," 1197"," 1100"," 1200"," 1200","   0.309"," 544.451"," 151.236","   0.125"," 334.744","  92.985"," 42","0"," 39"," 42","   0.301"," 166.357","  46.210","  15.000","    0","    0"
"14:50:10:525","22616393578112"," 267.946","   1.360"," 1197"," 1100"," 1200"," 1200","   0.215"," 544.523"," 151.256","   0.064"," 334.766","  92.991"," 41","0"," 39"," 42","   0.281"," 166.451","  46.236","  15.000","    0","    0"
"14:50:10:859","22616858645718"," 268.280","   8.465"," 1829"," 1100"," 2900"," 1872","   1.885"," 545.153"," 151.431","   1.133"," 335.144","  93.096"," 42","0"," 39"," 44","   0.610"," 166.654","  46.293","  15.000","    0","    0"
"14:50:11:193","22617323618482"," 268.614","   7.491"," 1861"," 1100"," 2900"," 1959","   1.543"," 545.668"," 151.575","   0.927"," 335.454","  93.182"," 42","0"," 39"," 43","   0.532"," 166.832","  46.342","  15.000","    0","    0"
"14:50:11:526","22617787441252"," 268.947","   5.090"," 1342"," 1100"," 2900"," 1334","   1.036"," 546.014"," 151.670","   0.454"," 335.605","  93.224"," 41","0"," 39"," 42","   0.478"," 166.992","  46.387","  15.000","    0","    0"
"14:50:11:859","22618251088186"," 269.281","   8.122"," 1517"," 1100"," 2800"," 1514","   1.391"," 546.477"," 151.799","   0.766"," 335.860","  93.295"," 42","0"," 39"," 43","   0.491"," 167.155","  46.432","  15.000","    0","    0"
"14:50:12:192","22618715236666"," 269.614","  15.843"," 1589"," 1300"," 1700"," 1209","   2.124"," 547.185"," 151.996","   1.586"," 336.389","  93.441"," 42","0"," 40"," 42","   0.375"," 167.280","  46.467","  15.000","    0","    0"
"14:50:12:526","22619179155302"," 269.947","  25.989"," 1573"," 1100"," 2600"," 1394","   3.716"," 548.424"," 152.340","   2.556"," 337.241","  93.678"," 43","0"," 40"," 44","   0.657"," 167.499","  46.527","  15.000","    0","    0"
"14:50:12:859","22619642841210"," 270.280","  51.996"," 2156"," 1100"," 3100"," 2527","   9.260"," 551.508"," 153.197","   7.190"," 339.636","  94.343"," 47","0"," 41"," 47","   1.532"," 168.009","  46.669","  15.000","  500","  500"
"14:50:13:193","22620107858468"," 270.614","  54.023"," 3114"," 1100"," 3700"," 3843","  21.798"," 558.790"," 155.219","  19.175"," 346.042","  96.123"," 46","0"," 43"," 56","   1.578"," 168.536","  46.816","  15.000","    0","    0"
"14:50:13:526","22620571534180"," 270.948","  23.683"," 1545"," 1100"," 2400"," 1412","   3.306"," 559.891"," 155.525","   2.097"," 346.740","  96.317"," 43","0"," 41"," 46","   1.004"," 168.871","  46.909","  15.000","    0","    0"
"14:50:13:860","22621036567310"," 271.282","  10.702"," 1604"," 1100"," 3100"," 1606","   2.345"," 560.675"," 155.743","   1.240"," 347.155","  96.432"," 43","0"," 40"," 46","   0.850"," 169.154","  46.987","  15.000","    0","    0"
"14:50:14:194","22621501648072"," 271.616","   8.642"," 1197"," 1100"," 1200"," 1200","   1.384"," 561.137"," 155.871","   0.572"," 347.346","  96.485"," 42","0"," 40"," 43","   0.505"," 169.323","  47.034","  15.000","    0","    0"
"14:50:14:527","22621965475364"," 271.949","   9.231"," 1285"," 1100"," 2600"," 1286","   1.708"," 561.706"," 156.029","   0.689"," 347.575","  96.549"," 42","0"," 40"," 43","   0.610"," 169.526","  47.091","  15.000","    0","    0"
