"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"15:04:52:290","23843796770976","   0.000","  10.697"," 2261"," 1100"," 3500"," 2531","   3.467","   1.158","   0.322","   2.529","   0.845","   0.235"," 41","0"," 39"," 43","   0.590","   0.197","   0.055","  15.000","    0","    0"
"15:04:52:624","23844261815816","   0.334","  13.974"," 1476"," 1100"," 2900"," 1487","   2.554","   2.012","   0.559","   1.264","   1.267","   0.352"," 41","0"," 39"," 42","   0.747","   0.447","   0.124","  15.000","    0","    0"
"15:04:52:957","23844725879914","   0.667","  18.148"," 1890"," 1100"," 3000"," 2053","   3.997","   3.344","   0.929","   2.640","   2.148","   0.597"," 41","0"," 39"," 43","   0.835","   0.725","   0.201","  15.000","  500","  500"
"15:04:53:291","23845189803696","   1.001","  30.136"," 2528"," 1100"," 3400"," 3051","   8.988","   6.340","   1.761","   6.635","   4.359","   1.211"," 45","0"," 39"," 46","   1.751","   1.309","   0.363","  15.000","    0","    0"
"15:04:53:624","23845653416680","   1.334","  22.552"," 2367"," 1100"," 3700"," 2593","   7.684","   8.899","   2.472","   5.492","   6.188","   1.719"," 42","0"," 40"," 49","   1.598","   1.841","   0.511","  15.000","  500","  500"
"15:04:53:957","23846117207974","   1.667","  21.462"," 2131"," 1100"," 3500"," 2369","   5.986","  10.894","   3.026","   4.400","   7.654","   2.126"," 42","0"," 40"," 48","   1.240","   2.254","   0.626","  15.000","    0","    0"
"15:04:54:291","23846582247452","   2.001","  14.326"," 1473"," 1100"," 2600"," 1478","   2.573","  11.753","   3.265","   1.295","   8.087","   2.246"," 41","0"," 39"," 43","   0.909","   2.558","   0.710","  15.000","    0","    0"
"15:04:54:624","23847045980396","   2.334","  23.365"," 2173"," 1100"," 3000"," 2631","   4.856","  13.371","   3.714","   3.664","   9.308","   2.585"," 42","0"," 39"," 46","   1.048","   2.907","   0.807","  15.000","    0","    0"
"15:04:54:958","23847510189432","   2.668","  13.844"," 1600"," 1100"," 2800"," 1653","   2.511","  14.208","   3.947","   1.391","   9.772","   2.714"," 41","0"," 39"," 42","   0.765","   3.162","   0.878","  15.000","    0","    0"
"15:04:55:291","23847973805414","   3.001","  15.870"," 1831"," 1100"," 2900"," 1958","   3.784","  15.469","   4.297","   2.144","  10.486","   2.913"," 42","0"," 40"," 44","   1.085","   3.523","   0.979","  15.000","  500","  500"
"15:04:55:624","23848437444422","   3.334","   8.523"," 1733"," 1100"," 3700"," 1740","   2.499","  16.301","   4.528","   1.320","  10.925","   3.035"," 41","0"," 39"," 44","   0.800","   3.789","   1.053","  15.000","    0","    0"
"15:04:55:958","23848902489744","   3.668","   2.892"," 1259"," 1100"," 1700"," 1259","   0.604","  16.503","   4.584","   0.206","  10.994","   3.054"," 42","0"," 39"," 42","   0.349","   3.906","   1.085","  15.000","    0","    0"
"15:04:56:292","23849367509256","   4.002","   2.971"," 1290"," 1100"," 1700"," 1296","   0.534","  16.681","   4.634","   0.205","  11.063","   3.073"," 41","0"," 39"," 41","   0.332","   4.017","   1.116","  15.000","    0","    0"
"15:04:56:626","23849832508922","   4.336","   4.865"," 1560"," 1100"," 2800"," 1576","   1.105","  17.051","   4.736","   0.531","  11.240","   3.122"," 41","0"," 38"," 41","   0.514","   4.188","   1.163","  15.000","    0","    0"
"15:04:56:960","23850297544004","   4.670","   2.405"," 1245"," 1100"," 1800"," 1240","   0.668","  17.274","   4.798","   0.181","  11.300","   3.139"," 41","0"," 39"," 41","   0.397","   4.321","   1.200","  15.000","    0","    0"
"15:04:57:294","23850762571910","   5.004","   2.607"," 1384"," 1100"," 2000"," 1384","   0.583","  17.468","   4.852","   0.213","  11.372","   3.159"," 41","0"," 39"," 41","   0.330","   4.431","   1.231","  15.000","    0","    0"
"15:04:57:627","23851226208014","   5.337","   4.957"," 1557"," 1100"," 2600"," 1575","   0.980","  17.795","   4.943","   0.503","  11.539","   3.205"," 41","0"," 38"," 41","   0.446","   4.579","   1.272","  15.000","  500","  500"
"15:04:57:961","23851691270266","   5.671","   1.253"," 1221"," 1100"," 1700"," 1211","   0.431","  17.939","   4.983","   0.086","  11.568","   3.213"," 41","0"," 39"," 41","   0.309","   4.683","   1.301","  15.000","    0","    0"
"15:04:58:295","23852156343112","   6.005","   2.469"," 1439"," 1100"," 2600"," 1437","   0.562","  18.127","   5.035","   0.244","  11.649","   3.236"," 41","0"," 38"," 42","   0.331","   4.793","   1.331","  15.000","    0","    0"
"15:04:58:628","23852619991600","   6.338","   4.357"," 1628"," 1100"," 2600"," 1648","   0.990","  18.456","   5.127","   0.506","  11.818","   3.283"," 41","0"," 38"," 43","   0.452","   4.944","   1.373","  15.000","    0","    0"
"15:04:58:962","23853085009004","   6.673","   1.563"," 1260"," 1100"," 2000"," 1257","   0.467","  18.612","   5.170","   0.120","  11.858","   3.294"," 41","0"," 38"," 41","   0.324","   5.052","   1.403","  15.000","    0","    0"
"15:04:59:296","23853549777004","   7.006","   2.997"," 1368"," 1100"," 2000"," 1365","   0.668","  18.835","   5.232","   0.261","  11.945","   3.318"," 41","0"," 38"," 41","   0.392","   5.183","   1.440","  15.000","    0","    0"
"15:04:59:630","23854013598224","   7.340","   4.292"," 1602"," 1100"," 2600"," 1611","   1.008","  19.171","   5.325","   0.511","  12.115","   3.365"," 41","0"," 38"," 41","   0.465","   5.338","   1.483","  15.000","    0","    0"
"15:04:59:964","23854478659658","   7.674","   2.287"," 1219"," 1100"," 1700"," 1212","   0.539","  19.351","   5.375","   0.152","  12.166","   3.379"," 40","0"," 38"," 41","   0.328","   5.447","   1.513","  15.000","    0","    0"
"15:05:00:298","23854943685888","   8.008","   4.308"," 1544"," 1100"," 2600"," 1553","   0.998","  19.684","   5.468","   0.459","  12.319","   3.422"," 41","0"," 38"," 41","   0.393","   5.579","   1.550","  15.000","    0","    0"
"15:05:00:632","23855408706598","   8.342","   4.080"," 1644"," 1100"," 2600"," 1639","   0.941","  19.999","   5.555","   0.477","  12.479","   3.466"," 41","0"," 38"," 41","   0.440","   5.726","   1.591","  15.000","    0","    0"
"15:05:00:966","23855873726342","   8.676","   2.296"," 1238"," 1100"," 1700"," 1238","   0.513","  20.170","   5.603","   0.156","  12.531","   3.481"," 41","0"," 38"," 41","   0.332","   5.837","   1.621","  15.000","    0","    0"
"15:05:01:300","23856338748808","   9.010","   2.808"," 1300"," 1100"," 1700"," 1304","   0.592","  20.368","   5.658","   0.250","  12.614","   3.504"," 41","0"," 38"," 41","   0.328","   5.946","   1.652","  15.000","    0","    0"
"15:05:01:634","23856803742234","   9.344","   4.275"," 1579"," 1100"," 2600"," 1558","   0.987","  20.698","   5.749","   0.463","  12.769","   3.547"," 41","0"," 38"," 41","   0.506","   6.115","   1.699","  15.000","    0","    0"
"15:05:01:968","23857268796702","   9.678","   1.457"," 1223"," 1100"," 1600"," 1200","   0.461","  20.852","   5.792","   0.101","  12.803","   3.556"," 40","0"," 38"," 41","   0.377","   6.241","   1.734","  15.000","    0","    0"
"15:05:02:301","23857732908222","  10.011","   2.029"," 1268"," 1100"," 1700"," 1257","   0.492","  21.016","   5.838","   0.136","  12.848","   3.569"," 41","0"," 38"," 41","   0.320","   6.348","   1.763","  15.000","    0","    0"
"15:05:02:636","23858197951474","  10.346","  13.042"," 2125"," 1100"," 2900"," 2634","   3.313","  22.123","   6.145","   2.153","  13.568","   3.769"," 42","0"," 38"," 42","   0.820","   6.622","   1.839","  15.000","    0","    0"
"15:05:02:970","23858662914576","  10.680","  16.020"," 1369"," 1100"," 2800"," 1380","   2.359","  22.911","   6.364","   1.268","  13.991","   3.886"," 41","0"," 39"," 42","   0.703","   6.857","   1.905","  15.000","    0","    0"
"15:05:03:303","23859127722838","  11.013","   6.917"," 1280"," 1100"," 2000"," 1281","   1.247","  23.327","   6.480","   0.528","  14.167","   3.935"," 40","0"," 38"," 41","   0.416","   6.996","   1.943","  15.000","    0","    0"
"15:05:03:637","23859591374926","  11.347","   6.234"," 1500"," 1100"," 3000"," 1512","   1.497","  23.825","   6.618","   0.644","  14.382","   3.995"," 41","0"," 38"," 42","   0.529","   7.172","   1.992","  15.000","    0","    0"
"15:05:03:971","23860056402124","  11.681","   7.444"," 2692"," 1100"," 3700"," 2876","   3.404","  24.963","   6.934","   2.921","  15.357","   4.266"," 41","0"," 38"," 49","   0.482","   7.333","   2.037","  15.000","    0","    0"
"15:05:04:305","23860521438274","  12.015","   3.702"," 1333"," 1100"," 2000"," 1330","   0.782","  25.224","   7.007","   0.313","  15.462","   4.295"," 41","0"," 38"," 41","   0.399","   7.466","   2.074","  15.000","    0","    0"
"15:05:04:639","23860986427348","  12.349","   3.914"," 1630"," 1100"," 2600"," 1641","   0.951","  25.542","   7.095","   0.464","  15.617","   4.338"," 41","0"," 38"," 42","   0.473","   7.624","   2.118","  15.000","    0","    0"
"15:05:04:973","23861451494706","  12.683","   1.850"," 1198"," 1100"," 1300"," 1200","   0.465","  25.697","   7.138","   0.130","  15.660","   4.350"," 41","0"," 38"," 41","   0.321","   7.731","   2.148","  15.000","    0","    0"
"15:05:05:307","23861916515790","  13.017","   4.027"," 1377"," 1100"," 2000"," 1390","   0.693","  25.929","   7.202","   0.350","  15.777","   4.383"," 40","0"," 38"," 41","   0.331","   7.842","   2.178","  15.000","    0","    0"
"15:05:05:641","23862381524238","  13.351","   3.655"," 1642"," 1100"," 2600"," 1653","   0.976","  26.255","   7.293","   0.435","  15.923","   4.423"," 40","0"," 38"," 42","   0.504","   8.010","   2.225","  15.000","    0","    0"
"15:05:05:975","23862846606654","  13.685","   1.293"," 1205"," 1100"," 1800"," 1200","   0.461","  26.409","   7.336","   0.107","  15.958","   4.433"," 41","0"," 38"," 41","   0.372","   8.135","   2.260","  15.000","    0","    0"
"15:05:06:309","23863311666918","  14.019","   3.932"," 1298"," 1100"," 2000"," 1303","   0.756","  26.661","   7.406","   0.306","  16.061","   4.461"," 41","0"," 38"," 41","   0.484","   8.296","   2.305","  15.000","    0","    0"
"15:05:06:643","23863776707220","  14.353","   4.661"," 1560"," 1100"," 2600"," 1568","   1.041","  27.009","   7.503","   0.493","  16.225","   4.507"," 40","0"," 38"," 41","   0.462","   8.451","   2.347","  15.000","    0","    0"
"15:05:06:977","23864241737312","  14.687","   1.766"," 1273"," 1100"," 1700"," 1269","   0.417","  27.149","   7.541","   0.123","  16.266","   4.518"," 41","0"," 38"," 41","   0.300","   8.551","   2.375","  15.000","    0","    0"
"15:05:07:311","23864706784324","  15.021","   6.017"," 1909"," 1100"," 3900"," 1880","   1.684","  27.711","   7.698","   1.224","  16.675","   4.632"," 41","0"," 38"," 48","   0.454","   8.702","   2.417","  15.000","    0","    0"
"15:05:07:645","23865170692472","  15.355","  13.532"," 1647"," 1100"," 3500"," 1665","   2.730","  28.621","   7.950","   1.653","  17.226","   4.785"," 41","0"," 38"," 45","   0.754","   8.954","   2.487","  15.000","  500","  500"
"15:05:07:979","23865635742722","  15.689","  10.475"," 1223"," 1100"," 1700"," 1224","   1.810","  29.226","   8.118","   0.692","  17.457","   4.849"," 41","0"," 38"," 41","   0.791","   9.218","   2.561","  15.000","    0","    0"
"15:05:08:312","23866099506626","  16.022","  14.735"," 1541"," 1100"," 2900"," 1652","   2.251","  29.975","   8.327","   1.470","  17.947","   4.985"," 42","0"," 38"," 43","   0.584","   9.412","   2.615","  15.000","    0","    0"
"15:05:08:645","23866563555612","  16.355","  19.750"," 3448"," 1400"," 3800"," 3630","  14.208","  34.712","   9.642","  12.483","  22.109","   6.141"," 51","0"," 40"," 51","   1.207","   9.815","   2.726","  15.000","  500","  500"
"15:05:08:979","23867028276428","  16.689","  51.959"," 3244"," 1100"," 3700"," 3885","  26.688","  43.622","  12.117","  20.735","  29.031","   8.064"," 47","0"," 44"," 55","   3.126","  10.858","   3.016","  15.000","    0","    0"
"15:05:09:312","23867492089260","  17.022","  24.437"," 1723"," 1100"," 3500"," 1675","   5.817","  45.560","  12.655","   3.054","  30.048","   8.347"," 42","0"," 41"," 49","   0.816","  11.130","   3.092","  15.000","    0","    0"
"15:05:09:646","23867957055450","  17.356","  31.865"," 2413"," 1100"," 3700"," 2508","   9.608","  48.769","  13.547","   7.915","  32.692","   9.081"," 44","0"," 40"," 52","   1.468","  11.620","   3.228","  15.000","    0","    0"
"15:05:09:980","23868420901686","  17.690","  28.763"," 2019"," 1100"," 3700"," 2054","   6.856","  51.054","  14.182","   5.236","  34.437","   9.566"," 53","0"," 41"," 53","   1.211","  12.024","   3.340","  15.000","    0","    0"
"15:05:10:313","23868884911916","  18.023","  33.577"," 2679"," 1100"," 3800"," 2739","  12.631","  55.264","  15.351","  10.744","  38.018","  10.561"," 44","0"," 42"," 53","   1.510","  12.528","   3.480","  15.000","    0","    0"
"15:05:10:646","23869348858248","  18.356","  34.806"," 2561"," 1100"," 3700"," 2614","  13.010","  59.600","  16.556","  10.898","  41.651","  11.570"," 47","0"," 42"," 54","   1.547","  13.043","   3.623","  15.000","    0","    0"
"15:05:10:979","23869812425462","  18.689","  44.715"," 1626"," 1100"," 3100"," 1648","   5.361","  61.385","  17.051","   4.239","  43.062","  11.962"," 44","0"," 42"," 47","   0.881","  13.336","   3.705","  15.000","    0","    0"
"15:05:11:312","23870276168182","  19.022","  48.827"," 2196"," 1100"," 3400"," 2579","   8.811","  64.321","  17.867","   7.101","  45.428","  12.619"," 48","0"," 42"," 49","   1.308","  13.772","   3.826","  15.000","    0","    0"
"15:05:11:646","23870741187990","  19.356","  34.682"," 2847"," 1100"," 3800"," 3056","  15.070","  69.355","  19.265","  12.411","  49.574","  13.771"," 44","0"," 43"," 56","   1.415","  14.245","   3.957","  15.000","    0","    0"
"15:05:11:980","23871205232604","  19.690","  17.240"," 2390"," 1100"," 3700"," 2327","   6.430","  71.499","  19.861","   5.199","  51.307","  14.252"," 44","0"," 41"," 50","   0.992","  14.575","   4.049","  15.000","    0","    0"
"15:05:12:313","23871668941812","  20.023","  15.663"," 2232"," 1100"," 3700"," 2292","   4.982","  73.158","  20.322","   3.814","  52.578","  14.605"," 49","0"," 41"," 49","   0.930","  14.885","   4.135","  15.000","    0","    0"
"15:05:12:646","23872133046776","  20.356","  20.209"," 2680"," 1100"," 3700"," 2904","   8.979","  76.152","  21.153","   7.018","  54.918","  15.255"," 48","0"," 41"," 54","   1.507","  15.388","   4.274","  15.000","    0","    0"
"15:05:12:979","23872596698942","  20.689","  18.566"," 3425"," 2600"," 3700"," 3660","  13.542","  80.662","  22.406","  11.713","  58.819","  16.339"," 49","0"," 43"," 52","   1.266","  15.809","   4.391","  15.000","    0","    0"
"15:05:13:312","23873060405282","  21.022","  18.072"," 2735"," 1100"," 3700"," 3040","   8.578","  83.520","  23.200","   7.173","  61.209","  17.002"," 45","0"," 42"," 52","   1.103","  16.177","   4.494","  15.000","    0","    0"
"15:05:13:646","23873524129556","  21.356","  20.312"," 2866"," 1100"," 3800"," 3333","  10.136","  86.896","  24.138","   8.754","  64.125","  17.812"," 59","0"," 42"," 60","   1.116","  16.548","   4.597","  15.000","    0","    0"
"15:05:13:979","23873988194478","  21.689","  25.196"," 2836"," 1100"," 3700"," 3350","   9.803","  90.165","  25.046","   7.718","  66.698","  18.527"," 47","0"," 42"," 60","   1.553","  17.066","   4.741","  15.000","    0","    0"
"15:05:14:312","23874451887868","  22.022","  32.764"," 2524"," 1100"," 3800"," 3049","   9.277","  93.255","  25.904","   7.348","  69.146","  19.207"," 48","0"," 43"," 53","   1.611","  17.603","   4.890","  15.000","    0","    0"
"15:05:14:646","23874916199726","  22.356","  16.066"," 2957"," 1100"," 3700"," 3048","   9.460","  96.410","  26.781","   7.887","  71.777","  19.938"," 45","0"," 43"," 53","   1.227","  18.012","   5.003","  15.000","    0","    0"
"15:05:14:979","23875379958390","  22.689","  17.649"," 1824"," 1100"," 3000"," 1947","   5.026","  98.085","  27.246","   2.477","  72.602","  20.167"," 44","0"," 42"," 47","   1.681","  18.572","   5.159","  15.000","    0","    0"
"15:05:15:313","23875845008006","  23.023","  11.232"," 1654"," 1100"," 2600"," 1654","   3.184","  99.148","  27.541","   1.207","  73.006","  20.279"," 44","0"," 42"," 47","   1.260","  18.993","   5.276","  15.000","    0","    0"
"15:05:15:647","23876310046492","  23.357","  14.321"," 1842"," 1100"," 2800"," 1915","   3.414"," 100.289","  27.858","   1.750","  73.590","  20.442"," 44","0"," 42"," 46","   0.977","  19.319","   5.366","  15.000","  500","  500"
"15:05:15:981","23876775050160","  23.691","  13.477"," 1748"," 1100"," 2800"," 1768","   3.176"," 101.350","  28.153","   1.509","  74.094","  20.582"," 44","0"," 42"," 46","   0.884","  19.614","   5.448","  15.000","    0","    0"
"15:05:16:314","23877238682688","  24.024","  18.238"," 2010"," 1100"," 2900"," 2332","   4.177"," 102.741","  28.539","   2.591","  74.957","  20.821"," 44","0"," 42"," 47","   0.970","  19.937","   5.538","  15.000","  500","  500"
"15:05:16:648","23877703690750","  24.358","  25.336"," 2740"," 1100"," 3700"," 3079","  10.652"," 106.299","  29.528","   8.397","  77.762","  21.601"," 46","0"," 42"," 52","   1.572","  20.463","   5.684","  15.000","    0","    0"
"15:05:16:981","23878167504474","  24.691","   9.525"," 1489"," 1100"," 2600"," 1496","   2.279"," 107.059","  29.739","   0.922","  78.070","  21.686"," 44","0"," 42"," 46","   0.887","  20.758","   5.766","  15.000","    0","    0"
"15:05:17:315","23878631779994","  25.025","  15.506"," 3056"," 1600"," 3500"," 3318","   7.863"," 109.681","  30.467","   6.766","  80.326","  22.313"," 47","0"," 42"," 50","   0.847","  21.041","   5.845","  15.000","    0","    0"
"15:05:17:649","23879096799104","  25.359","  13.598"," 2571"," 1100"," 3500"," 2768","   5.706"," 111.588","  30.997","   4.145","  81.711","  22.697"," 45","0"," 43"," 50","   1.183","  21.436","   5.954","  15.000","  500","  500"
"15:05:17:982","23879560981904","  25.692","  17.680"," 1530"," 1100"," 2500"," 1536","   4.474"," 113.080","  31.411","   1.675","  82.270","  22.853"," 45","0"," 43"," 45","   1.743","  22.017","   6.116","  15.000","  500","  500"
"15:05:18:316","23880025278290","  26.026","  15.717"," 1512"," 1100"," 2600"," 1516","   3.354"," 114.198","  31.722","   1.466","  82.759","  22.989"," 44","0"," 43"," 45","   1.197","  22.416","   6.227","  15.000","    0","    0"
"15:05:18:649","23880489157504","  26.359","  16.375"," 1622"," 1100"," 3100"," 1639","   3.820"," 115.471","  32.075","   1.904","  83.393","  23.165"," 45","0"," 42"," 45","   1.282","  22.844","   6.345","  15.000","  500","  500"
"15:05:18:983","23880954233544","  26.693","  10.860"," 1340"," 1100"," 2000"," 1342","   1.996"," 116.138","  32.261","   0.832","  83.671","  23.242"," 44","0"," 42"," 45","   0.845","  23.126","   6.424","  15.000","    0","    0"
"15:05:19:317","23881418430844","  27.027","  10.792"," 1568"," 1100"," 2600"," 1580","   2.634"," 117.017","  32.505","   1.131","  84.048","  23.347"," 44","0"," 42"," 45","   1.014","  23.464","   6.518","  15.000","    0","    0"
"15:05:19:650","23881881990610","  27.360","  17.433"," 1811"," 1100"," 2900"," 1842","   4.885"," 118.643","  32.957","   2.307","  84.816","  23.560"," 45","0"," 42"," 47","   1.695","  24.029","   6.675","  15.000","    0","    0"
"15:05:19:984","23882347007372","  27.694","  15.888"," 1569"," 1100"," 2100"," 1572","   3.968"," 119.969","  33.325","   1.585","  85.346","  23.707"," 44","0"," 42"," 45","   1.509","  24.533","   6.815","  15.000","    0","    0"
"15:05:20:317","23882810976168","  28.027","  16.018"," 1586"," 1100"," 2600"," 1595","   4.352"," 121.420","  33.728","   1.656","  85.898","  23.861"," 44","0"," 42"," 45","   1.671","  25.090","   6.969","  15.000","    0","    0"
"15:05:20:650","23883274586354","  28.360","   5.773"," 1610"," 1100"," 2700"," 1625","   1.741"," 122.000","  33.889","   0.667","  86.120","  23.922"," 44","0"," 42"," 45","   0.722","  25.330","   7.036","  15.000","    0","    0"
"15:05:20:984","23883739643766","  28.694","  16.660"," 1803"," 1100"," 2600"," 1813","   4.393"," 123.467","  34.296","   1.896","  86.754","  24.098"," 44","0"," 42"," 45","   1.256","  25.750","   7.153","  15.000","    0","    0"
"15:05:21:318","23884203746236","  29.028","   6.984"," 1356"," 1100"," 2000"," 1357","   1.455"," 123.952","  34.431","   0.570","  86.944","  24.151"," 44","0"," 42"," 45","   0.568","  25.939","   7.205","  15.000","    0","    0"
"15:05:21:651","23884667578256","  29.361","  11.899"," 1670"," 1100"," 2800"," 1692","   2.879"," 124.911","  34.698","   1.360","  87.397","  24.277"," 44","0"," 42"," 45","   0.830","  26.216","   7.282","  15.000","  500","  500"
"15:05:21:985","23885132336246","  29.695","   4.832"," 1282"," 1100"," 1700"," 1281","   0.925"," 125.220","  34.783","   0.385","  87.525","  24.313"," 44","0"," 42"," 44","   0.408","  26.352","   7.320","  15.000","    0","    0"
"15:05:22:318","23885596893372","  30.028","   6.461"," 1302"," 1100"," 2800"," 1317","   1.044"," 125.569","  34.880","   0.542","  87.706","  24.363"," 44","0"," 42"," 44","   0.411","  26.489","   7.358","  15.000","    0","    0"
"15:05:22:652","23886060608264","  30.362","  29.849"," 2536"," 1100"," 3200"," 3063","  11.674"," 129.458","  35.960","   6.466","  89.860","  24.961"," 47","0"," 42"," 49","   3.193","  27.553","   7.654","  15.000","  650","  633"
"15:05:22:986","23886525616164","  30.696","  15.387"," 2835"," 1100"," 3700"," 3578","   7.937"," 132.109","  36.697","   4.933","  91.508","  25.419"," 44","0"," 43"," 51","   1.241","  27.967","   7.769","  15.000","    0","    0"
"15:05:23:320","23886990724682","  31.030","  17.619"," 1752"," 1100"," 2900"," 1775","   3.365"," 133.233","  37.009","   1.973","  92.167","  25.602"," 45","0"," 43"," 46","   0.824","  28.243","   7.845","  15.000","    0","    0"
"15:05:23:653","23887454459646","  31.363","  17.855"," 1627"," 1100"," 2900"," 1642","   3.429"," 134.376","  37.327","   1.855","  92.785","  25.774"," 46","0"," 43"," 46","   0.889","  28.539","   7.927","  15.000","    0","    0"
"15:05:23:987","23887919005232","  31.697","  11.314"," 1659"," 1100"," 2900"," 1757","   2.375"," 135.168","  37.547","   1.503","  93.287","  25.913"," 46","0"," 42"," 49","   0.558","  28.725","   7.979","  15.000","    0","    0"
"15:05:24:321","23888384070332","  32.031","  20.108"," 3030"," 1100"," 3700"," 3469","  10.310"," 138.613","  38.504","   9.148","  96.344","  26.762"," 45","0"," 43"," 57","   0.814","  28.997","   8.055","  15.000","    0","    0"
"15:05:24:654","23888847822720","  32.364","  19.434"," 2054"," 1100"," 2900"," 2296","   4.554"," 140.130","  38.925","   2.963","  97.331","  27.036"," 46","0"," 43"," 49","   0.975","  29.322","   8.145","  15.000","    0","    0"
"15:05:24:987","23889311810186","  32.697","   9.143"," 1262"," 1100"," 2900"," 1274","   1.573"," 140.654","  39.071","   0.673","  97.555","  27.099"," 44","0"," 42"," 46","   0.520","  29.495","   8.193","  15.000","    0","    0"
"15:05:25:321","23889776097084","  33.031","   7.822"," 2374"," 1100"," 3900"," 2415","   4.266"," 142.077","  39.466","   3.304","  98.657","  27.405"," 44","0"," 42"," 59","   0.463","  29.649","   8.236","  15.000","    0","    0"
"15:05:25:654","23890239978182","  33.364","  26.158"," 2483"," 1100"," 3000"," 3025","   7.160"," 144.463","  40.129","   5.400"," 100.457","  27.905"," 46","0"," 43"," 50","   1.500","  30.149","   8.375","  15.000","  500","  500"
"15:05:25:988","23890704951332","  33.698","  22.034"," 2507"," 1100"," 3200"," 3261","   6.167"," 146.523","  40.701","   4.276"," 101.885","  28.301"," 45","0"," 43"," 51","   1.475","  30.642","   8.512","  15.000","    0","    0"
"15:05:26:321","23891168938996","  34.031","  12.046"," 1688"," 1100"," 3000"," 1742","   2.307"," 147.292","  40.914","   1.634"," 102.430","  28.453"," 45","0"," 43"," 48","   0.530","  30.819","   8.561","  15.000","    0","    0"
"15:05:26:655","23891634002348","  34.365","  16.987"," 1549"," 1100"," 2900"," 1699","   2.862"," 148.248","  41.180","   1.708"," 103.000","  28.611"," 45","0"," 43"," 46","   0.757","  31.072","   8.631","  15.000","    0","    0"
"15:05:26:989","23892099032212","  34.699","  12.255"," 1234"," 1100"," 1700"," 1238","   1.756"," 148.835","  41.343","   0.828"," 103.277","  28.688"," 44","0"," 42"," 45","   0.577","  31.264","   8.685","  15.000","    0","    0"
"15:05:27:323","23892562731516","  35.033","  17.951"," 1739"," 1100"," 2800"," 1816","   3.966"," 150.156","  41.710","   2.034"," 103.955","  28.876"," 45","0"," 43"," 47","   1.018","  31.604","   8.779","  15.000","    0","    0"
"15:05:27:656","23893026745626","  35.366","  18.064"," 1725"," 1100"," 2800"," 1761","   4.213"," 151.560","  42.100","   2.042"," 104.635","  29.065"," 45","0"," 43"," 46","   1.156","  31.989","   8.886","  15.000","    0","    0"
"15:05:27:990","23893491789402","  35.700","  16.875"," 1495"," 1100"," 2600"," 1498","   3.160"," 152.616","  42.393","   1.428"," 105.112","  29.198"," 45","0"," 43"," 45","   0.904","  32.291","   8.970","  15.000","    0","    0"
"15:05:28:323","23893955777968","  36.033","  15.545"," 1395"," 1100"," 2000"," 1399","   2.554"," 153.467","  42.630","   1.199"," 105.512","  29.309"," 44","0"," 42"," 45","   0.773","  32.549","   9.041","  15.000","    0","    0"
"15:05:28:657","23894419755166","  36.367","  10.105"," 1554"," 1100"," 2900"," 1568","   2.051"," 154.151","  42.820","   1.015"," 105.850","  29.403"," 44","0"," 42"," 45","   0.659","  32.768","   9.102","  15.000","    0","    0"
"15:05:28:991","23894884813344","  36.701","   7.668"," 1352"," 1100"," 2000"," 1353","   1.301"," 154.586","  42.940","   0.560"," 106.037","  29.455"," 44","0"," 42"," 44","   0.490","  32.932","   9.148","  15.000","    0","    0"
"15:05:29:325","23895349895128","  37.035","   2.405"," 1251"," 1100"," 1700"," 1254","   0.554"," 154.771","  42.992","   0.182"," 106.098","  29.472"," 44","0"," 42"," 45","   0.337","  33.045","   9.179","  15.000","    0","    0"
"15:05:29:659","23895814916322","  37.369","   4.275"," 1982"," 1100"," 2900"," 2023","   1.346"," 155.220","  43.117","   0.701"," 106.332","  29.537"," 44","0"," 42"," 45","   0.480","  33.205","   9.224","  15.000","    0","    0"
"15:05:29:993","23896279988790","  37.703","   1.584"," 1201"," 1100"," 1700"," 1200","   0.292"," 155.318","  43.144","   0.119"," 106.372","  29.548"," 44","0"," 42"," 44","   0.285","  33.300","   9.250","  15.000","    0","    0"
"15:05:30:327","23896745012320","  38.037","   2.001"," 1271"," 1100"," 1700"," 1275","   0.513"," 155.489","  43.191","   0.146"," 106.421","  29.561"," 44","0"," 41"," 44","   0.325","  33.409","   9.280","  15.000","    0","    0"
"15:05:30:661","23897210031446","  38.371","   5.279"," 1680"," 1100"," 2900"," 1694","   1.231"," 155.900","  43.306","   0.583"," 106.615","  29.615"," 44","0"," 42"," 45","   0.481","  33.570","   9.325","  15.000","    0","    0"
"15:05:30:995","23897675070546","  38.705","   1.603"," 1258"," 1100"," 1800"," 1251","   0.331"," 156.011","  43.336","   0.097"," 106.648","  29.624"," 44","0"," 42"," 44","   0.279","  33.663","   9.351","  15.000","    0","    0"
